,,,,,,,,,,
,商談商品レポート（川上くんに作ってもらった終了日確認用）,,,,,,,,,
,2026-03-16 18:00:35 日本標準時/JST の時点 • 生成者: Widsley Admin • 並び替え基準: 有効商品、降順,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,検索条件,,,,,,,,,
,日付項目: 最終更新日 次の文字列と一致する 本年および翌年 (2026/01/01 ～ 2027/12/31),,,,,,,,,
,表示: すべての商談,,,,,,,,,
,商談状況: すべて,,,,,,,,,
,確度: すべて選択,,,,,,,,,
,フェーズ 次の文字列と一致する 成約,,,,,,,,,
,請求終了日 次の文字列と一致する ,,,,,,,,,
,,,,,,,,,,
,取引先名,,フェーズ,商品名,数量,販売価格,商品コード,有効商品,請求開始日,請求終了日
,株式会社ゼフィロス,,成約,携帯SMSオプション,1,"￥1,000",MP_OP_01,TRUE,2023/05/01,
,株式会社ゼフィロス,,成約,Comdesk Lead 携帯回線プラン,2,"￥7,980",CL_MP_01,TRUE,2025/08/01,
,株式会社ゼフィロス,,成約,Comdesk Lead Standard Plan ID,2,"￥6,000",CL_ID_04,TRUE,2025/08/01,
,株式会社LumiNow,,成約,Comdesk Lead Standard Plan ID,4,"￥6,000",CL_ID_04,TRUE,2025/09/01,
,株式会社LumiNow,,成約,Comdesk Lead 携帯回線プラン,3,"￥7,980",CL_MP_01,TRUE,2025/09/01,
,株式会社LumiNow,,成約,ChatGPT連携オプション,4,"￥1,000",MP_OP_11,TRUE,2025/09/01,
,株式会社Walk,,成約,Comdesk Lead Standard Plan ID,3,"￥6,000",CL_ID_04,TRUE,2025/10/01,
,株式会社Walk,,成約,Comdesk Lead 携帯回線プラン,3,"￥7,980",CL_MP_01,TRUE,2025/10/01,
,株式会社スタジアム,,成約,Comdesk Lead Standard Plan ID,2,"￥6,000",CL_ID_04,TRUE,2025/06/01,
,株式会社スタジアム,,成約,Comdesk Lead 携帯回線プラン,2,"￥7,980",CL_MP_01,TRUE,2025/06/01,
,個人事業主（坂元様）,,成約,Comdesk Lead Standard Plan ID,5,"￥6,000",CL_ID_04,TRUE,2025/05/01,
,個人事業主（坂元様）,,成約,Comdesk Lead 携帯回線プラン,5,"￥7,980",CL_MP_01,TRUE,2025/05/01,
,株式会社ファンベスト,,成約,Comdesk Lead Standard Plan ID,18,"￥8,500",CL_ID_04,TRUE,2025/08/01,
,株式会社ファンベスト,,成約,スマートフォン利用料(Android),6,"￥4,000",MP_01,TRUE,2025/08/01,
,株式会社USEN PAY,,成約,zapier連携費用,1,"￥120,000",OT_08,TRUE,2023/10/01,
,株式会社USEN PAY,,成約,携帯オプション_割り込み通話,1,￥200,MO_OP_01,TRUE,2025/08/01,
,株式会社USEN PAY,,成約,携帯オプション_グループ通話,12,￥200,MO_OP_02,TRUE,2025/08/01,
,株式会社USEN PAY,,成約,貴社特別ディスカウント（月額）,117,-￥300,DC_01,TRUE,2025/08/01,
,株式会社USEN PAY,,成約,スマートフォン利用料(Android),90,"￥4,000",MP_01,TRUE,2025/08/01,
,株式会社USEN PAY,,成約,Comdesk Lead Standard Plan ID,117,"￥6,000",CL_ID_04,TRUE,2025/08/01,
,株式会社インターロック,,成約,Comdesk Lead Standard Plan ID,3,"￥6,000",CL_ID_04,TRUE,2025/03/01,
,株式会社インターロック,,成約,Comdesk Lead 携帯回線プラン,3,"￥7,980",CL_MP_01,TRUE,2025/03/01,
,JNT合同会社,,成約,Comdesk Lead Standard Plan ID,4,"￥6,000",CL_ID_04,TRUE,2023/10/01,
,JNT合同会社,,成約,Comdesk Lead 携帯回線プラン(端末持込),3,"￥2,980",CL_MP_02,TRUE,2025/08/01,
,テスト株式会社,,成約,ChatGPT連携オプション,0,,MP_OP_11,TRUE,,
,テスト株式会社,,成約,IP回線プラン,0,,IP_18,TRUE,,
,テスト株式会社,,成約,IP回線プラン,0,,IP_18,TRUE,2025/01/01,
